"id","ativo","name","tipo","timeframe","setup","identificadoEm","analise","nivelDeEntrada","stopLoss","filePath","nivelDeAlvo","periodoDeAlvo","tipoMercado","userId","profit","createdAt","mt5_order","mt5_ticket","status","riscoLoss","riscoProfit","type"
"606787974969607303_pending",EUSTX50,EU Stock 50,venda,"60",Sustentação,2025-09-10 09:03:30.514,"Aproximando-se do nível de Sustentação de 5,344.2000 identificado em 9/10 09:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 5,344.2000 no próximo intervalo de 14 horas.",5376.9,5389.533,https://component.autochartist.com/to/resources/charts/KeyLevel_606787974969607303.png?account_type=LIVE&broker_id=958&expire=1757754208&locale=pt-BR&user=BlackBots&token=3d8ed9bb915bd302c246ccbeb51b3302&width=240&height=180,5344.2002,"14 horas",Internacional,BlackBots - Trade Ideas,-100.26,2025-09-10 09:03:30.514,"177724736","0",FECHADO,100.51,260.15,Apregoado
"606786089773725301_pending",AUDCAD,Australian Dollar vs Canadian Dollar,compra,"60",Canal ascendente,2025-09-10 04:08:50.944,Canal ascendente identificado(a) em 9/10 01:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 0.9173 no próximo intervalo de 12 horas.,0.9128,0.9106,https://component.autochartist.com/to/resources/charts/ChartPattern_606786089773725301.png?account_type=LIVE&broker_id=958&expire=1757736529&locale=pt-BR&user=BlackBots&token=ca4967980179f1dc187f69968ebd6a0f&width=240&height=180,0.9173,"12 horas",Internacional,BlackBots - Trade Ideas,0.0,2025-09-10 04:08:50.944,"177683737","0",EXPIRADA,100.06,204.68,Apregoado
"606788918937881301_market",ETHUSD,Ether vs US Dollar,compra,"240",Triângulo,2025-09-10 17:08:11.013,"Triângulo rompeu a linha de resistência em 9/10 13:00. Previsão de possível movimento de alta no próximo intervalo de 1 dia até 4,469.9406.",4384.1,4278.21,https://component.autochartist.com/to/resources/charts/ChartPattern_606788918937881301.png?account_type=LIVE&broker_id=958&expire=1757783288&page_offset=20&locale=pt-BR&user=BlackBots&token=741f7d347484c2568f25f2753309ae63&width=240&height=180,4469.9406,"1 dia",Internacional,BlackBots - Trade Ideas,80.69,2025-09-10 17:08:11.014,"177818909","148171920",FECHADO,99.54,80.69,A mercado
"606785377777602303_market",EURGBP,Euro vs Great Britain Pound ,venda,"60",Sustentação,2025-09-10 00:08:01.242,Rompeu o nível de Sustentação de 0.8660 em 9/9 22:00. Previsão de possível movimento de baixa no próximo intervalo de 1 dia até 0.8632.,0.86533,0.8677,https://component.autochartist.com/to/resources/charts/KeyLevel_606785377777602303.png?account_type=LIVE&broker_id=958&expire=1757722079&locale=pt-BR&user=BlackBots&token=93f9610300e04d5a45a629c2d577c259&width=240&height=180,0.8632,"1 dia",Internacional,BlackBots - Trade Ideas,24.33,2025-09-10 00:08:01.244,"177652611","148024821",EXPIRADA,99.3,89.25,A mercado
"606794111708407303_market",SpotBrent,Brent Crude vs US Dollar,venda,"60",Sustentação,2025-09-11 11:03:19.520,Aproximando-se do nível de Sustentação de 66.6090 identificado em 9/11 11:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 66.6090 no próximo intervalo de 1 dia.,67.34,67.5936,https://component.autochartist.com/to/resources/charts/KeyLevel_606794111708407303.png?account_type=LIVE&broker_id=958&expire=1757847797&locale=pt-BR&user=BlackBots&token=b0c71c0272e917c0061894339a708d12&width=240&height=180,66.609,"1 dia",Internacional,BlackBots - Trade Ideas,292.4,2025-09-11 11:03:19.520,"177963216","148297478",FECHADO,101.44,292.4,A mercado
"606792929938132301_market",AUDUSD,Australian Dollar vs US Dollar,venda,"60",Cunha ascendente,2025-09-11 06:03:14.648,Cunha ascendente rompeu a linha de suporte em 9/11 06:00. Previsão de possível movimento de baixa no próximo intervalo de 1 dia até 0.6569.,0.66026,0.6636,https://component.autochartist.com/to/resources/charts/ChartPattern_606792929938132301.png?account_type=LIVE&broker_id=958&expire=1757829793&locale=pt-BR&user=BlackBots&token=b532552fee7afad34fbd2e8fb0a075d8&width=240&height=180,0.6569,"1 dia",Internacional,BlackBots - Trade Ideas,-100.2,2025-09-11 06:03:14.648,"177907903","148249113",FECHADO,100.2,100.8,A mercado
"606790803473072301_pending",NAS100,US Tech 100,venda,"240",Cunha ascendente,2025-09-10 22:00:54.869,"Cunha ascendente rompeu a linha de suporte em 9/10 21:00. Previsão de possível movimento de baixa no próximo intervalo de 1 dia até 23,540.7973.",23869.12,24019.4,https://component.autochartist.com/to/resources/charts/ChartPattern_606790803473072301.png?account_type=LIVE&broker_id=958&expire=1757800853&locale=pt-BR&user=BlackBots&token=87246154589fd494e2948b1e2d164b11&width=240&height=180,23540.7973,"1 dia",Internacional,BlackBots - Trade Ideas,-105.21,2025-09-10 22:00:54.869,"177843438","0",FECHADO,105.2,229.83,Apregoado
"606794821973065301_market",US500,US SPX 500,compra,"60",Canal ascendente,2025-09-11 14:08:52.025,"Canal ascendente identificado(a) em 9/11 14:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 6,614.6 no próximo intervalo de 19 horas.",6574.4,6532.2,https://component.autochartist.com/to/resources/charts/ChartPattern_606794821973065301.png?account_type=LIVE&broker_id=958&expire=1757858929&locale=pt-BR&user=BlackBots&token=7b982df1a3317b5cd8cdc7c30337a171&width=240&height=180,6614.6,"19 horas",Internacional,BlackBots - Trade Ideas,12.24,2025-09-11 14:08:52.025,"178163322","148359587",EXPIRADA,101.28,96.48,A mercado
"605cd9c1-4a8c-44af-84af-4225f45fd869_pending",NatGas,NatGas,venda,"10080","9.2",2025-09-15 02:09:21.832,Correção para a mm9exp descendente e a perda da mínima do candle gera o sinal de venda.,2.852,3.14,https://firebasestorage.googleapis.com/v0/b/blackbots-59708.appspot.com/o/trades%2F9SGc51UbDeajiTOpQdZ5qeoUMLk2%2F1757902117774-20.png?alt=media&token=a78977c2-063a-4cf4-a6c0-e983a3841c12,2.105,"2025-09-19 18:00:00",Internacional,Método Palex,-86.4,2025-09-15 02:09:21.832,"179596629","0",FECHADO,86.4,224.1,Apregoado
"606785145814415301_pending",EURGBP,Euro vs Great Britain Pound ,venda,"1440",Canal descendente,2025-09-09 21:02:52.344,Canal descendente identificado(a) em 9/9 21:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 0.8561 no próximo intervalo de 8 dias.,0.8655,0.8711,https://component.autochartist.com/to/resources/charts/ChartPattern_606785145814415301.png?account_type=LIVE&broker_id=958&expire=1757710970&locale=pt-BR&user=BlackBots&token=eff31cb690674f5ef13ae8433410df05&width=240&height=180,0.8561,"8 dias",Internacional,BlackBots - Trade Ideas,-73.65,2025-09-09 21:02:52.344,"177638091","0",EXPIRADA,98.42,165.21,Apregoado
"606868895505116301_pending",US30,US Wall Street 30,venda,"60",Canal ascendente,2025-09-24 16:03:27.141,"Canal ascendente rompeu a linha de suporte em 9/24 16:00. Previsão de possível movimento de baixa no próximo intervalo de 1 dia até 45,977.4.",46308.5,46742.4,https://component.autochartist.com/to/resources/charts/ChartPattern_606868895505116301.png?account_type=LIVE&broker_id=958&expire=1758989005&locale=pt-BR&user=BlackBots&token=834bf577ee4992adcc2223591ed6c4ba&width=240&height=180,45977.4,"1 dia",Internacional,BlackBots - Trade Ideas,0.0,2025-09-24 16:03:27.142,"182260684","0",EXPIRADA,86.78,66.22,Apregoado
"606779485509577301_pending",EURAUD,Euro vs Australian Dollar,compra,"240",Canal descendente,2025-09-09 13:08:16.337,Canal descendente identificado(a) em 9/8 21:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 1.7900 no próximo intervalo de 15 horas.,1.7844,1.7786,https://component.autochartist.com/to/resources/charts/ChartPattern_606779485509577301.png?account_type=LIVE&broker_id=958&expire=1757682490&page_offset=40&locale=pt-BR&user=BlackBots&token=60462961ceac52688bb0920caa59ed0c&width=240&height=180,1.79,"15 horas",Internacional,BlackBots - Trade Ideas,0.0,2025-09-09 13:08:16.338,"177520848","0",EXPIRADA,99.49,96.06,Apregoado
"606787977600623301_market",BTCUSD,Bitcoin vs US Dollar,compra,"240",Triângulo Ascendente,2025-09-10 09:03:30.722,"Triângulo Ascendente identificado(a) em 9/10 09:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 113,235.38 no próximo intervalo de 1 dia.",112373.5,110737.18,https://component.autochartist.com/to/resources/charts/ChartPattern_606787977600623301.png?account_type=LIVE&broker_id=958&expire=1757754208&locale=pt-BR&user=BlackBots&token=3d8ed9bb915bd302c246ccbeb51b3302&width=240&height=180,113235.38,"1 dia",Internacional,BlackBots - Trade Ideas,51.71,2025-09-10 09:03:30.722,"177724737","148088399",FECHADO,98.18,51.71,A mercado
"606788918937881301_pending",ETHUSD,Ether vs US Dollar,compra,"240",Triângulo,2025-09-10 17:08:11.061,"Triângulo rompeu a linha de resistência em 9/10 13:00. Previsão de possível movimento de alta no próximo intervalo de 1 dia até 4,469.9406.",4349.8539,4278.21,https://component.autochartist.com/to/resources/charts/ChartPattern_606788918937881301.png?account_type=LIVE&broker_id=958&expire=1757783288&page_offset=20&locale=pt-BR&user=BlackBots&token=741f7d347484c2568f25f2753309ae63&width=240&height=180,4469.9406,"1 dia",Internacional,BlackBots - Trade Ideas,166.93,2025-09-10 17:08:11.062,"177818910","0",FECHADO,99.59,166.92,Apregoado
"606785377777602303_pending",EURGBP,Euro vs Great Britain Pound ,venda,"60",Sustentação,2025-09-10 00:08:01.366,Rompeu o nível de Sustentação de 0.8660 em 9/9 22:00. Previsão de possível movimento de baixa no próximo intervalo de 1 dia até 0.8632.,0.8656,0.8677,https://component.autochartist.com/to/resources/charts/KeyLevel_606785377777602303.png?account_type=LIVE&broker_id=958&expire=1757722079&locale=pt-BR&user=BlackBots&token=93f9610300e04d5a45a629c2d577c259&width=240&height=180,0.8632,"1 dia",Internacional,BlackBots - Trade Ideas,0.0,2025-09-10 00:08:01.367,"177652613","0",EXPIRADA,99.34,113.53,Apregoado
"606786088417099301_market",JPN225,Nikkei 225,compra,"240",Cunha ascendente,2025-09-10 22:00:56.976,"Cunha ascendente identificado(a) em 9/10 01:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 44,673.1083 no próximo intervalo de 1 dia.",43858.9,43072.9,https://component.autochartist.com/to/resources/charts/ChartPattern_606786088417099301.png?account_type=LIVE&broker_id=958&expire=1757800853&page_offset=40&locale=pt-BR&user=BlackBots&token=87246154589fd494e2948b1e2d164b11&width=240&height=180,44673.1083,"1 dia",Internacional,BlackBots - Trade Ideas,110.34,2025-09-10 22:00:56.976,"177843440","148192588",FECHADO,106.66,110.47,A mercado
"606794111708407303_pending",SpotBrent,Brent Crude vs US Dollar,venda,"60",Sustentação,2025-09-11 11:03:19.553,Aproximando-se do nível de Sustentação de 66.6090 identificado em 9/11 11:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 66.6090 no próximo intervalo de 1 dia.,67.32,67.5936,https://component.autochartist.com/to/resources/charts/KeyLevel_606794111708407303.png?account_type=LIVE&broker_id=958&expire=1757847797&locale=pt-BR&user=BlackBots&token=b0c71c0272e917c0061894339a708d12&width=240&height=180,66.609,"1 dia",Internacional,BlackBots - Trade Ideas,263.07,2025-09-11 11:03:19.554,"177963217","0",FECHADO,101.23,263.07,Apregoado
"606792929938132301_pending",AUDUSD,Australian Dollar vs US Dollar,venda,"60",Cunha ascendente,2025-09-11 06:03:14.687,Cunha ascendente rompeu a linha de suporte em 9/11 06:00. Previsão de possível movimento de baixa no próximo intervalo de 1 dia até 0.6569.,0.6608,0.6636,https://component.autochartist.com/to/resources/charts/ChartPattern_606792929938132301.png?account_type=LIVE&broker_id=958&expire=1757829793&locale=pt-BR&user=BlackBots&token=b532552fee7afad34fbd2e8fb0a075d8&width=240&height=180,0.6569,"1 dia",Internacional,BlackBots - Trade Ideas,-100.8,2025-09-11 06:03:14.687,"177907904","0",FECHADO,100.8,140.4,Apregoado
"606794821973065301_pending",US500,US SPX 500,compra,"60",Canal ascendente,2025-09-11 14:08:52.068,"Canal ascendente identificado(a) em 9/11 14:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 6,614.6 no próximo intervalo de 19 horas.",6568.5,6532.2,https://component.autochartist.com/to/resources/charts/ChartPattern_606794821973065301.png?account_type=LIVE&broker_id=958&expire=1757858929&locale=pt-BR&user=BlackBots&token=7b982df1a3317b5cd8cdc7c30337a171&width=240&height=180,6614.6,"19 horas",Internacional,BlackBots - Trade Ideas,30.8,2025-09-11 14:08:52.069,"178163323","0",EXPIRADA,101.64,129.08,Apregoado
"606782315726270301_pending",AUDJPY,Australian Dollar vs Japanese Yen,venda,"60",Cunha ascendente,2025-09-09 09:03:42.394,Cunha ascendente identificado(a) em 9/9 09:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 96.65 no próximo intervalo de 2 dias.,96.87,97.43,https://component.autochartist.com/to/resources/charts/ChartPattern_606782315726270301.png?account_type=LIVE&broker_id=958&expire=1757667820&locale=pt-BR&user=BlackBots&token=9d5010ef4810158f9c7283a9bd544c50&width=240&height=180,96.65,"2 dias",Internacional,BlackBots - Trade Ideas,-98.79,2025-09-09 09:03:42.394,"177478011","0",FECHADO,99.38,39.04,Apregoado
"606802154172197301_market",US30,US Wall Street 30,venda,"240",Canal ascendente,2025-09-14 22:00:10.998,"Canal ascendente identificado(a) em 9/12 21:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 45,478.9 no próximo intervalo de 3 dias.",45838.9,46154.3,https://component.autochartist.com/to/resources/charts/ChartPattern_606802154172197301.png?account_type=LIVE&broker_id=958&expire=1758146409&locale=pt-BR&user=BlackBots&token=020c56f642224b0ef036ffedd23b0c67&width=240&height=180,45478.9,"3 dias",Internacional,BlackBots - Trade Ideas,-94.62,2025-09-14 22:00:10.998,"179477284","148644749",FECHADO,94.62,108.0,A mercado
"606787977600623301_pending",BTCUSD,Bitcoin vs US Dollar,compra,"240",Triângulo Ascendente,2025-09-10 09:03:30.776,"Triângulo Ascendente identificado(a) em 9/10 09:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 113,235.38 no próximo intervalo de 1 dia.",112876.22,110737.18,https://component.autochartist.com/to/resources/charts/ChartPattern_606787977600623301.png?account_type=LIVE&broker_id=958&expire=1757754208&locale=pt-BR&user=BlackBots&token=3d8ed9bb915bd302c246ccbeb51b3302&width=240&height=180,113235.38,"1 dia",Internacional,BlackBots - Trade Ideas,17.96,2025-09-10 09:03:30.776,"177724738","0",FECHADO,106.95,17.96,Apregoado
"606785164743105301_market",META.US,Meta Platforms Inc,compra,"1440",Canal ascendente,2025-09-10 13:31:13.579,Canal ascendente identificado(a) em 9/9 21:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 860.0399 no próximo intervalo de 22 dias.,762.59,722.165,https://component.autochartist.com/to/resources/charts/ChartPattern_606785164743105301.png?account_type=LIVE&broker_id=958&expire=1757770271&page_offset=20&locale=pt-BR&user=BlackBots&token=b0dcb06c1e62897a8c766d4f5bb341f3&width=240&height=180,860.0399,"22 dias",Internacional,BlackBots - Trade Ideas,,2025-09-10 13:31:13.580,"177777255","148135095",ABERTO,101.06,243.62,A mercado
"606785146119644303_market",EURAUD,Euro vs Australian Dollar,venda,"1440",Sustentação,2025-09-09 21:02:52.546,Rompeu o nível de Sustentação de 1.7800 em 9/9 21:00. Previsão de possível movimento de baixa no próximo intervalo de 4 dias até 1.7676.,1.77521,1.7854,https://component.autochartist.com/to/resources/charts/KeyLevel_606785146119644303.png?account_type=LIVE&broker_id=958&expire=1757710970&locale=pt-BR&user=BlackBots&token=eff31cb690674f5ef13ae8433410df05&width=240&height=180,1.7676,"4 dias",Internacional,BlackBots - Trade Ideas,75.73,2025-09-09 21:02:52.546,"177638092","148013415",FECHADO,100.59,75.12,A mercado
"606784671166382303_market",EURUSD,Euro vs US Dollar,venda,"60",Sustentação,2025-09-10 00:08:04.504,Aproximando-se do nível de Sustentação de 1.1638 identificado em 9/9 19:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 1.1638 no próximo intervalo de 1 dia.,1.16968,1.1735,https://component.autochartist.com/to/resources/charts/KeyLevel_606784671166382303.png?account_type=LIVE&broker_id=958&expire=1757722079&page_offset=20&locale=pt-BR&user=BlackBots&token=93f9610300e04d5a45a629c2d577c259&width=240&height=180,1.1638,"1 dia",Internacional,BlackBots - Trade Ideas,-11.96,2025-09-10 00:08:04.505,"177652664","148024871",EXPIRADA,99.32,152.88,A mercado
"606791756501654303_market",LTCUSD,Litecoin vs US Dollar,compra,"240",Resistência,2025-09-11 17:09:15.674,Aproximando-se do nível de Resistência de 124.6200 identificado em 9/11 01:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até a resistência de 124.6200 no próximo intervalo de 7 dias.,114.53,112.7658,https://component.autochartist.com/to/resources/charts/KeyLevel_606791756501654303.png?account_type=LIVE&broker_id=958&expire=1757869750&page_offset=20&locale=pt-BR&user=BlackBots&token=28d274a94e24895deb433a8724683b49&width=240&height=180,124.62,"7 dias",Internacional,BlackBots - Trade Ideas,-44.0,2025-09-11 17:09:15.674,"178307937","148395808",FECHADO,44.11,252.25,A mercado
"606794824942128301_market",HK50,Hang Seng,compra,"60",Triângulo,2025-09-11 14:08:52.275,"Triângulo rompeu a linha de resistência em 9/11 14:00. Previsão de possível movimento de alta no próximo intervalo de 7 horas até 26,447.6.",26268.5,26059.5,https://component.autochartist.com/to/resources/charts/ChartPattern_606794824942128301.png?account_type=LIVE&broker_id=958&expire=1757858929&locale=pt-BR&user=BlackBots&token=7b982df1a3317b5cd8cdc7c30337a171&width=240&height=180,26447.6,"7 horas",Internacional,BlackBots - Trade Ideas,85.08,2025-09-11 14:08:52.276,"178163328","148359590",FECHADO,99.28,85.07,A mercado
"606785164226214301_market",Coffee,Coffee Futures,venda,"240",Rectângulo,2025-09-10 17:08:11.278,Rectângulo identificado(a) em 9/9 21:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 375.1135 no próximo intervalo de 21 horas.,394.88,401.72,https://component.autochartist.com/to/resources/charts/ChartPattern_606785164226214301.png?account_type=LIVE&broker_id=958&expire=1757783288&page_offset=20&locale=pt-BR&user=BlackBots&token=741f7d347484c2568f25f2753309ae63&width=240&height=180,375.1135,"21 horas",Internacional,BlackBots - Trade Ideas,17.7,2025-09-10 17:08:11.278,"177818911","148171921",EXPIRADA,68.4,197.67,A mercado
"606786088417099301_pending",JPN225,Nikkei 225,compra,"240",Cunha ascendente,2025-09-10 22:00:57.030,"Cunha ascendente identificado(a) em 9/10 01:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 44,673.1083 no próximo intervalo de 1 dia.",43721.2,43072.9,https://component.autochartist.com/to/resources/charts/ChartPattern_606786088417099301.png?account_type=LIVE&broker_id=958&expire=1757800853&page_offset=40&locale=pt-BR&user=BlackBots&token=87246154589fd494e2948b1e2d164b11&width=240&height=180,44673.1083,"1 dia",Internacional,BlackBots - Trade Ideas,0.0,2025-09-10 22:00:57.031,"177843441","0",EXPIRADA,87.97,129.16,Apregoado
"606799062820443301_pending",GBPJPY,Great Britain Pound vs Japanese Yen,compra,"60",Triângulo,2025-09-12 08:03:41.318,Triângulo rompeu a linha de resistência em 9/12 08:00. Previsão de possível movimento de alta no próximo intervalo de 1 dia até 200.32.,200.0,199.37,https://component.autochartist.com/to/resources/charts/ChartPattern_606799062820443301.png?account_type=LIVE&broker_id=958&expire=1757923419&locale=pt-BR&user=BlackBots&token=be2a898ddd90395201285bdaf8aabcd6&width=240&height=180,200.32,"1 dia",Internacional,BlackBots - Trade Ideas,49.74,2025-09-12 08:03:41.318,"178706542","0",FECHADO,98.25,49.9,Apregoado
